sample_id,turbidity_ntu,chlorophyll_a_ugL,data_source,band_400nm,band_410nm,band_420nm,band_430nm,band_440nm,band_450nm,band_460nm,band_470nm,band_480nm,band_490nm,band_500nm,band_510nm,band_520nm,band_530nm,band_540nm,band_550nm,band_560nm,band_570nm,band_580nm,band_590nm,band_600nm,band_610nm,band_620nm,band_630nm,band_640nm,band_650nm,band_660nm,band_670nm,band_680nm,band_690nm,band_700nm,band_710nm,band_720nm,band_730nm,band_740nm,band_750nm,band_760nm,band_770nm,band_780nm,band_790nm,band_800nm,band_810nm,band_820nm,band_830nm,band_840nm,band_850nm,band_860nm,band_870nm,band_880nm,band_890nm,band_900nm
WATER_SMP_0011,4.18,8.88,DEMO DATA - BIO-OPTICAL SIMULATION,0.019379142134734906,0.01980714333813359,0.01976051650540368,0.01948886421047642,0.020056588406041926,0.020033330982050603,0.020465141777883906,0.020091676958018164,0.01943435085552781,0.020083207999118485,0.019623889587424642,0.019107815827639946,0.01848646135698797,0.017834882716313116,0.017528811753372224,0.017437549280791182,0.017103513912250522,0.016389907938567618,0.015136119581886102,0.014275729064123402,0.013962017854534783,0.012683128351694706,0.012596789356932177,0.011740483675533906,0.010936208066917853,0.009911960607017992,0.009928743407947251,0.00914916431708876,0.008680580570216551,0.007973153272183139,0.008489792587068081,0.008403527230954328,0.00750966165957809,0.005977813655901807,0.005170641944786985,0.004901136132906593,0.00399654508039181,0.003994206987407316,0.003782902572210333,0.003600764312813909,0.0029084506057414023,0.0026074651465695688,0.002157932060235358,0.0019471998591089415,0.0019209511793579848,0.0019109851207631643,0.0019035899893336907,0.0012328298006387694,0.001780128971995221,0.001122607561558767,0.0010811282038822496
WATER_SMP_0012,4.17,8.23,DEMO DATA - BIO-OPTICAL SIMULATION,0.01947624802517399,0.019116610548445705,0.020219316854782246,0.020248336714709214,0.019975390901708426,0.020068307557025957,0.020144223436009797,0.01941200661908949,0.019561254243221533,0.019743675315598692,0.01885978987883368,0.018999864786386784,0.01812619215562516,0.018241591985871136,0.017608961014201525,0.016605842129976046,0.016867343130681507,0.015686718200767388,0.015020289321586913,0.014652857960910518,0.014245949482697879,0.01289110126634594,0.012501153259463318,0.011896866230807554,0.011267961106381844,0.010426969272419881,0.00964397953489878,0.009026637367896669,0.008998318516097687,0.008425448079651532,0.007516987900529353,0.007903199905783273,0.007206357115423295,0.005358622224890068,0.005022826078594041,0.004932547357532593,0.004904542217879898,0.0039029644167721915,0.0033285498207856453,0.003172241318953513,0.0033458655193682497,0.0024701250720840693,0.0021773248043897293,0.002046573984958558,0.0016993773130495294,0.0018343776050015997,0.002114012815339736,0.0015680708727035934,0.001254225828686075,0.0011142351815374692,0.0006166196608767417
WATER_SMP_0013,7.34,10.4,DEMO DATA - BIO-OPTICAL SIMULATION,0.02674940177711987,0.026627356308765462,0.02672614110208493,0.027827677034030968,0.027005325391576122,0.026689335581367064,0.02673624208087521,0.027105167856152093,0.02663570311687395,0.0259536901515888,0.02638496603202753,0.025572091560415934,0.025936533520929537,0.025239294301931184,0.0242613645197761,0.024201330339568138,0.023202518472640377,0.02275015011440711,0.02190309906393216,0.020723308694694523,0.0199655345648811,0.0196170796572826,0.018331924788828516,0.017416891273689925,0.016344632415875308,0.015851626883023946,0.015481843043027669,0.013817065262882337,0.013611495814132147,0.013590216174395412,0.012579330288663662,0.011895587603650802,0.010363759233600724,0.00969092165167677,0.008513870242271458,0.008048318458706443,0.007425458062176819,0.007244692915456876,0.006092574621351549,0.005508209754830431,0.004997683878291824,0.0043975447848349876,0.004202754448389922,0.003642183536713587,0.003441032454643766,0.003473733525682876,0.002490888466501715,0.0028738360763828704,0.0026888826224006077,0.002041347072873544,0.0012427363827048634
WATER_SMP_0014,1.31,4.23,DEMO DATA - BIO-OPTICAL SIMULATION,0.00888008666851865,0.009494624026323449,0.009125307709201854,0.008839761430640808,0.008973632121766164,0.009338544484266994,0.009185449458081838,0.008857015320721737,0.008697023297021083,0.00853850862280312,0.008198962611558357,0.00875136989624551,0.007933937839178194,0.008134465389157342,0.00794176702844269,0.007481331424191497,0.006732641645476458,0.006651021137341997,0.006181683604285721,0.005571910856958505,0.0055930950701319,0.00479695730362514,0.005167167114973429,0.004340259783056609,0.004222327263655682,0.003954677752024193,0.003552129447278861,0.0036566084424556303,0.00329034589198433,0.0036815264754830263,0.002913645628352137,0.003080901472728231,0.0032173418125984823,0.0019141697698080832,0.0016689083428469795,0.001780823115968047,0.001501910854353812,0.001410257110603928,0.00132758968293947,0.001259365607930978,0.001300168697956177,0.0009977055948746914,0.0007183209747544724,0.0009161571714015465,0.0012151381488265294,0.0005426672055554215,0.0002333117149821451,0.0008064117620598984,0.00039170795917503186,0.0001,0.0006021146072103525
WATER_SMP_0015,1.52,5.06,DEMO DATA - BIO-OPTICAL SIMULATION,0.009945017633835696,0.01013490467320891,0.010299417503390095,0.010273036540070257,0.010420283447158347,0.010041328540734801,0.010261220788854688,0.009933790652066794,0.010105499580501168,0.009907885009201122,0.00924931095581742,0.009630375364363425,0.008887817307869026,0.009006527732742924,0.008563990165268999,0.008672389823746301,0.007702138286628526,0.0072977150639465535,0.0070192443461988396,0.006550069198879259,0.006494411813257709,0.005384246589640204,0.0051726708430016545,0.004796722984996732,0.005044737207343757,0.004943306829721142,0.004128895037079514,0.003945028460679712,0.003970983965529018,0.004293954101278873,0.003556509285259786,0.0035930992358327806,0.0033433946000018143,0.0027118337748683343,0.0022208863982070837,0.0021796257737207573,0.0008620835145632934,0.0017117498215913655,0.001169157338821744,0.0006873406939089422,0.0012726979086819458,0.001424758031051254,0.0008744151993126775,0.0011133900648114632,0.0012312454712175092,0.0010695384551037104,0.0011013794993352125,0.0007725789650081388,0.0005187904400189535,0.0001,0.0003297767389936168
WATER_SMP_0016,3.86,9.6,DEMO DATA - BIO-OPTICAL SIMULATION,0.018569361880773128,0.019611802986207728,0.01901355578862838,0.019172915171554058,0.019331240328224208,0.019165539368929597,0.019601393635481225,0.01879760113007251,0.01888324064035113,0.018389972133590272,0.01795109323680435,0.017844399050469296,0.017644838046739355,0.017103988498311636,0.0165532008559824,0.015821869198273813,0.01566053880912565,0.01463952637197652,0.014693690926328386,0.013840341041084503,0.01270971261098519,0.012373371800312722,0.011553774539620447,0.011188945895595463,0.010817398363822874,0.0092013755318027,0.009224729691698486,0.008731993663054117,0.00877368858227669,0.008511386035362101,0.00793843805831658,0.007464063493124943,0.0064567718368243885,0.006111656262420166,0.005030438074391947,0.005015254888205612,0.003981961758017288,0.0034176422883671954,0.0028476828094979928,0.0024615266518105824,0.002252723719487573,0.0025564647300815686,0.002398644543640949,0.0015612518073724537,0.002112162676747084,0.0015238579114533227,0.0015537000009230835,0.0018487163042107716,0.0015028020852864772,0.001034085105779494,0.0007393289424240442
WATER_SMP_0017,2.69,8.15,DEMO DATA - BIO-OPTICAL SIMULATION,0.014354622511628907,0.01489331956977378,0.015127123726625932,0.014944583821679845,0.015217084419774825,0.015257533488786293,0.015104535610360598,0.014871667104713184,0.014967318119710958,0.014853600636473884,0.014152031913548675,0.014614788009490943,0.013829732595155407,0.013490273530716352,0.013282787417020988,0.012690036259992203,0.01242412469585683,0.01171566622921447,0.010915648486592168,0.010661702355735684,0.00965361974826285,0.009467928761610364,0.008864524081923756,0.008257168194141852,0.007739672875063763,0.006704088245217634,0.006673018960858254,0.0065862574479508395,0.006506569892880179,0.006117572758374125,0.006620845433897051,0.005499337137652232,0.005331084861359573,0.004413910686574321,0.0034683115871428347,0.003738378444350968,0.0025098030347916423,0.002869598469084066,0.0026538728620601783,0.0019349453662289725,0.002355157307749549,0.001680860577860065,0.001676841297769117,0.0015174101085493263,0.0012616920490591767,0.0014204099786959711,0.001301886416220538,0.0004364797902500295,0.0012591676247890244,0.00028473161751546095,0.0010168657511945875
WATER_SMP_0018,7.78,9.27,DEMO DATA - BIO-OPTICAL SIMULATION,0.02752586807657113,0.027027339435787792,0.027361483652478678,0.02724304974526757,0.027556921592439408,0.02752899429937783,0.02780559007580503,0.02786246389143997,0.027730525098094302,0.02692810410189209,0.026759543676226082,0.02598209313415462,0.02584866004494035,0.025921545034200747,0.02559743322678461,0.02416354836434449,0.0237198967482733,0.02319930173725644,0.02255062221378772,0.021437565852723744,0.02098154965768614,0.019852189862709334,0.01910270672928143,0.01836285353006575,0.017278103877284127,0.01621915056499541,0.015427623459406648,0.01466218251857926,0.013976621319416039,0.013496482782531717,0.013433994893718208,0.012260561065412054,0.010939396088151077,0.010139227514604747,0.008848141032096494,0.00847631026247908,0.007533924896872615,0.006766782214088191,0.006360676453367682,0.0052240063346986765,0.004864268431729336,0.004387510459163737,0.004366725044239675,0.004454823337410787,0.004246970945059763,0.0034409501454037423,0.0030993208467254515,0.00213400951359388,0.002260693969085159,0.0019584780351968446,0.0018003304053657804
WATER_SMP_0019,2.93,7.54,DEMO DATA - BIO-OPTICAL SIMULATION,0.015793649399297876,0.01581870886405712,0.015454057386586858,0.016327319835016067,0.015800319478129873,0.016173982944329725,0.016662501106590642,0.015658110056980677,0.01502219908432072,0.015495326391014813,0.01566323920643319,0.0156245552784896,0.014325698148836346,0.014456491757130178,0.013739052213739417,0.013379897853626147,0.013704231644213286,0.01193041826829324,0.01190431885693183,0.011397559318623,0.010999989253307238,0.010114343056655095,0.009587361928221181,0.008792397004716592,0.00841785728761236,0.007690499995142015,0.007508469805150317,0.006880138908166399,0.006940984453246062,0.006721947052224356,0.006836592608981387,0.005982717187745078,0.004751537991544124,0.004917739866171596,0.003645935277150902,0.003256016590837349,0.0029195352396806673,0.0032182788434197986,0.0019070889384190566,0.0032546127761061147,0.0024156849368398015,0.0019698019094394562,0.0017073822137779404,0.0016463501079265592,0.0015684698077933518,0.0014706164909002871,0.001321032775175606,0.0010698790956778512,0.0008828473515410414,0.0008052024139997185,0.0007093036335606407
WATER_SMP_0020,1.95,8.07,DEMO DATA - BIO-OPTICAL SIMULATION,0.012409091287030485,0.01232653593734346,0.011323297615603415,0.012433254585184314,0.0122969894951378,0.01220322397629019,0.012028270171195465,0.012381766953163162,0.012190764375163202,0.011498063323548876,0.011636792685504646,0.01096989387110057,0.010557586942393088,0.010459070505264342,0.010549828751094576,0.010193003444800099,0.009652926804142427,0.00928889572302266,0.008783721784477536,0.007983867512423082,0.00784803588744074,0.0075000250737652105,0.00703133231148055,0.006715219590824004,0.006140336630161959,0.005637812851803642,0.005541271656981223,0.0050549916882852,0.004818626742007939,0.005113408439964351,0.004851957195846564,0.004472739462785451,0.003983626339102595,0.003102151561612553,0.002692534343148556,0.0018297015647963156,0.0021912572116888733,0.0019172776752154118,0.0014909655020874301,0.0017712086555158304,0.0017066326261604007,0.0008081329128282008,0.0009386964631102097,0.0008250141029609145,0.000672265149309553,0.0011109495882318018,0.0007204284701395181,0.000623547352953409,0.0001,0.0007630374834726836,0.00014458960307910373
WATER_SMP_0021,19.54,17.29,DEMO DATA - BIO-OPTICAL SIMULATION,0.0373794689446111,0.03758105992767474,0.0380129847148085,0.037287648937882445,0.03681643911275074,0.037783793131725085,0.038237281830907376,0.03799719091399393,0.03757437549028154,0.03720523331866265,0.03738907368877162,0.03659978334411612,0.03672817699008207,0.03637679369676326,0.03612769981033715,0.036165019114826814,0.03492405947641561,0.03406372469429165,0.03355930778083123,0.03232749528580234,0.03188253294239351,0.031143884019362845,0.0302301926972825,0.029500154780660155,0.028217725362062768,0.02774907537899805,0.02633153666825784,0.025328600671435324,0.024416235442333362,0.023851910943694696,0.023221995021256426,0.02159345909066593,0.02027076356532074,0.01889897628926809,0.017187564269334203,0.016092190671920022,0.01506306048557732,0.014414114910039733,0.013229158575159848,0.012252035330595153,0.011537462466460742,0.010375212535983556,0.009714901716407513,0.008795772667621887,0.008182917203845492,0.007252084076955288,0.006064908415195166,0.0061705943032398175,0.006095065287662072,0.005444641981733159,0.004994083661082464
WATER_SMP_0022,5.05,10.13,DEMO DATA - BIO-OPTICAL SIMULATION,0.022320237667194084,0.022130557920863,0.022282685508371956,0.02211894693452006,0.022247777525246874,0.022519867165668117,0.022639853595718334,0.022128601820882214,0.021872930443941938,0.02178963197159388,0.021694000883851747,0.02074677086175107,0.02009970567293814,0.02017543401865994,0.019471752936204394,0.019131053905341592,0.01863653779446488,0.01789862378486207,0.017785648391265226,0.016730670167714578,0.015979272611963954,0.015312651417758966,0.014008350173782443,0.013879622376578834,0.012764363584579164,0.012225335445928283,0.011007747173177986,0.010326493033443327,0.010706544400134592,0.01033376569995518,0.009561115834126116,0.008869334929619112,0.008510182917073466,0.006814433716676564,0.006802935970239008,0.005365420861489206,0.005290530850774672,0.004543296477775069,0.004412376777366547,0.003691841099956164,0.0034597529430724734,0.0032021955007548626,0.002596743754771434,0.0028516506589667014,0.002230343500568284,0.0020919340929400313,0.0016581615900897648,0.0010019644835073207,0.0015443671336791557,0.002171924458114339,0.0015441580031766262
WATER_SMP_0023,6.39,8.78,DEMO DATA - BIO-OPTICAL SIMULATION,0.024777586703686575,0.024868028275481166,0.0250808045506547,0.025325414113409727,0.02485079163649158,0.025536273607389602,0.025363559060391457,0.02525850391428187,0.025013285596405612,0.0246687971854181,0.024586813281154245,0.024224416599201347,0.023542139329728522,0.0230177586144131,0.022703157787732752,0.02256346691747529,0.02109958357146394,0.02035386211345638,0.020121266720744203,0.01932513672079313,0.018566240807472167,0.01776464136025155,0.01678138557706536,0.016438654603744902,0.01464802320012209,0.014022744932185674,0.013430942541323666,0.012285836185380426,0.012216047721030665,0.012342273995664454,0.011313923958173969,0.010593224066525634,0.009158570783940704,0.008333513489490428,0.00750771034920061,0.006786558128135094,0.00664971061631568,0.0058907278165859205,0.004896475203192105,0.00484834076981833,0.004502679968984833,0.00430651228268031,0.004080637138100578,0.002972998197406467,0.002732616148797953,0.0023224827885721866,0.0023772256044407064,0.0023571026241450154,0.002303598228458655,0.0017936738510420764,0.0015469211069661132
WATER_SMP_0024,1.94,7.69,DEMO DATA - BIO-OPTICAL SIMULATION,0.012030730666875265,0.011813240650899531,0.01274681806187875,0.011668123351767402,0.012207502049904569,0.012729193865038074,0.01206010655883555,0.011900939830556371,0.011713090623589965,0.011590257022722546,0.011841847415486911,0.010514259158671496,0.011349285784435552,0.010139283015636208,0.010132341075023518,0.00970159214514054,0.009601159310513183,0.00852001651084524,0.008698282524871816,0.00871719905738543,0.007246061243194743,0.007256426397314614,0.006549182362632326,0.006432164082853152,0.005882370716005878,0.005290715741218603,0.005316391266032892,0.00554693427451158,0.004954377705484779,0.00529068681004009,0.004591826630235393,0.0042989790107850106,0.004097266034300676,0.00373447651988171,0.0028569411830201893,0.0022784355717362843,0.0021062543259165005,0.0015235180510207503,0.0019009496954032216,0.0018231487244019583,0.001276115580798881,0.0011370212269250358,0.0012360567763769039,0.000914568460402957,0.0009251806637703355,0.0014836801594903238,0.0006969189838442077,0.0005885719822799408,0.00043395884036326966,0.0007900924684599227,0.00045696208972709673
WATER_SMP_0025,3.91,6.6,DEMO DATA - BIO-OPTICAL SIMULATION,0.01878899636394136,0.019519396350785118,0.01965553323036178,0.01911983498692641,0.018770347170872205,0.019619556710566307,0.019052478589035998,0.0193865231602555,0.018398508365696245,0.019044689280467923,0.018147214689462746,0.018409625776462032,0.017821404577841406,0.017106158782388473,0.016796422236197983,0.016604945321740488,0.015869820872980174,0.015415751087212208,0.01520459583854239,0.01348843810988774,0.013769976404146723,0.012630650395989365,0.011638024203556498,0.010816960452327069,0.010474950443600306,0.010145223545598063,0.009225555243852608,0.0092313701951628,0.008005062998806512,0.008165942352396342,0.007421692933565121,0.007319061334065516,0.006716900856149713,0.005546933907867782,0.004223322295814019,0.004533672820790425,0.004176255788657886,0.003798167120052701,0.003716538365098677,0.002721639033498905,0.0029690645508368353,0.002867887396770207,0.0017432705222489727,0.002159565843502462,0.0017179189588128994,0.001667508422423382,0.001635015644219995,0.0012379754872136233,0.0010483443910301563,0.001140566164655592,0.0006947038052685189
WATER_SMP_0026,6.61,6.68,DEMO DATA - BIO-OPTICAL SIMULATION,0.024880697449716507,0.025574648473079335,0.025154118620118186,0.02578653669101014,0.025769796742962557,0.025110802738620142,0.02537279914329016,0.025828929763452104,0.025015518110613283,0.02495211066588023,0.024952357672168406,0.024710743104287208,0.024001535196062553,0.023438649293758586,0.023526310518905056,0.023045765489856044,0.02218792395435327,0.021239443736771165,0.020244916591110378,0.019471080102142338,0.0190750015313644,0.018213480386533462,0.017656639597371196,0.016564805044093453,0.015044340125026416,0.014939930407951092,0.013490101789952845,0.012937080718552992,0.012525815575888123,0.012518985585373048,0.012245557092340868,0.010705997634801095,0.009533551240833339,0.008799119978951707,0.0080556432130585,0.006973831138082282,0.006990644363838222,0.005969177137975954,0.0055434564822758915,0.005125817997362854,0.004619324861072944,0.004344448018403271,0.003538960134528094,0.0032177576728553564,0.002744295040173072,0.002921487116499379,0.002763048013657658,0.002429131342583995,0.002577601851891751,0.0018764388017083074,0.001899475274891862
